no,date,tank,block,trt,order,sync,species,mass_mg
517,6-Jun,55,6,early_low,early,low,hyla,195.6
518,7-Jun,2,1,early_med,early,med,hyla,180.6
519,7-Jun,3,1,early_low,early,low,hyla,214.9
520,7-Jun,3,1,early_low,early,low,hyla,227.4
521,7-Jun,3,1,early_low,early,low,hyla,237.2
522,7-Jun,20,2,cont_med,cont,med,hyla,231.7
523,7-Jun,26,3,early_high,early,high,hyla,268.6
524,7-Jun,37,4,early_high,early,high,hyla,167.8
525,7-Jun,40,4,cont_high,cont,high,hyla,217.2
526,7-Jun,42,5,early_low,early,low,hyla,186.9
527,7-Jun,44,5,same_high,same,high,hyla,145.9
528,7-Jun,47,5,same_low,same,low,hyla,172.8
529,7-Jun,51,6,late_med,late,med,hyla,175.7
530,7-Jun,55,6,early_low,early,low,hyla,216
531,7-Jun,57,6,same_low,same,low,hyla,212
532,8-Jun,2,1,early_med,early,med,hyla,132.6
533,8-Jun,6,1,same_low,same,low,hyla,162.1
534,8-Jun,10,1,cont_high,cont,high,hyla,179.2
535,8-Jun,11,2,early_med,early,med,hyla,144.9
536,8-Jun,15,2,early_high,early,high,hyla,147.1
537,8-Jun,25,3,same_low,same,low,hyla,202.6
538,8-Jun,32,4,same_low,same,low,hyla,142.3
539,8-Jun,38,4,early_med,early,med,hyla,190
540,8-Jun,46,5,early_high,early,high,hyla,240.2
541,8-Jun,51,6,late_med,late,med,hyla,192.7
542,9-Jun,20,2,cont_med,cont,med,hyla,NA
543,9-Jun,25,3,same_low,same,low,hyla,222.2
544,9-Jun,26,3,early_high,early,high,hyla,187.5
545,9-Jun,26,3,early_high,early,high,hyla,225.9
546,9-Jun,26,3,early_high,early,high,hyla,200.6
547,9-Jun,29,3,early_low,early,low,hyla,NA
548,9-Jun,29,3,early_low,early,low,hyla,213.2
549,9-Jun,33,4,early_low,early,low,hyla,181.4
550,9-Jun,34,4,same_high,same,high,hyla,130.7
551,9-Jun,38,4,early_med,early,med,hyla,198
552,9-Jun,38,4,early_med,early,med,hyla,203.8
553,9-Jun,42,5,early_low,early,low,hyla,198.8
554,9-Jun,44,5,same_high,same,high,hyla,157.2
555,9-Jun,46,5,early_high,early,high,hyla,176.1
556,9-Jun,58,6,same_med,same,med,hyla,160.7
557,9-Jun,58,6,same_med,same,med,hyla,212.3
558,10-Jun,1,1,early_high,early,high,hyla,151.6
559,10-Jun,3,1,early_low,early,low,hyla,174.4
560,10-Jun,12,2,same_low,same,low,hyla,183.3
561,10-Jun,12,2,same_low,same,low,hyla,179.1
562,10-Jun,20,2,cont_med,cont,med,hyla,244.4
563,10-Jun,26,3,early_high,early,high,hyla,231.3
564,10-Jun,26,3,early_high,early,high,hyla,219.6
565,10-Jun,29,3,early_low,early,low,hyla,208.2
566,10-Jun,30,3,cont_low,cont,low,hyla,435.4
567,10-Jun,35,4,same_med,same,med,hyla,223.3
568,10-Jun,37,4,early_high,early,high,hyla,160
569,10-Jun,37,4,early_high,early,high,hyla,170.2
570,10-Jun,37,4,early_high,early,high,hyla,185.2
571,10-Jun,37,4,early_high,early,high,hyla,156.9
572,10-Jun,39,4,late_med,late,med,hyla,166.3
573,10-Jun,42,5,early_low,early,low,hyla,278.2
574,10-Jun,46,5,early_high,early,high,hyla,203.1
575,10-Jun,46,5,early_high,early,high,hyla,134
576,10-Jun,51,6,late_med,late,med,hyla,221
577,10-Jun,52,6,early_high,early,high,hyla,193.5
578,10-Jun,59,6,late_low,late,low,hyla,162.7
579,10-Jun,60,6,cont_low,cont,low,hyla,NA
580,11-Jun,10,1,cont_high,cont,high,hyla,152.6
581,11-Jun,24,3,early_med,early,med,hyla,150.3
582,11-Jun,33,4,early_low,early,low,hyla,249.2
583,11-Jun,33,4,early_low,early,low,hyla,218.6
584,11-Jun,38,4,early_med,early,med,hyla,214.9
585,11-Jun,40,4,cont_high,cont,high,hyla,212.6
586,11-Jun,42,5,early_low,early,low,hyla,204.9
587,11-Jun,46,5,early_high,early,high,hyla,201.5
588,11-Jun,48,5,early_med,early,med,hyla,240
589,11-Jun,50,5,cont_med,cont,med,hyla,253.8
590,11-Jun,52,6,early_high,early,high,hyla,200
591,12-Jun,1,1,early_high,early,high,hyla,204.8
592,12-Jun,3,1,early_low,early,low,hyla,187.5
593,12-Jun,3,1,early_low,early,low,hyla,232.9
594,12-Jun,37,4,early_high,early,high,hyla,201.8
595,12-Jun,51,6,late_med,late,med,hyla,213
596,13-Jun,1,1,early_high,early,high,hyla,NA
597,13-Jun,1,1,early_high,early,high,hyla,131.5
598,13-Jun,3,1,early_low,early,low,hyla,232.1
599,13-Jun,3,1,early_low,early,low,hyla,211.4
600,13-Jun,15,2,early_high,early,high,hyla,NA
601,13-Jun,24,3,early_med,early,med,hyla,162.4
602,13-Jun,29,3,early_low,early,low,hyla,NA
603,13-Jun,29,3,early_low,early,low,hyla,219.2
604,13-Jun,35,4,same_med,same,med,hyla,NA
605,13-Jun,37,4,early_high,early,high,hyla,212.5
606,13-Jun,39,4,late_med,late,med,hyla,216.6
607,13-Jun,40,4,cont_high,cont,high,hyla,233.8
608,13-Jun,43,5,same_med,same,med,hyla,139.1
609,13-Jun,46,5,early_high,early,high,hyla,239.5
610,13-Jun,51,6,late_med,late,med,hyla,212.6
611,13-Jun,52,6,early_high,early,high,hyla,NA
612,13-Jun,53,6,early_med,early,med,hyla,250.2
613,13-Jun,55,6,early_low,early,low,hyla,308.7
614,13-Jun,57,6,same_low,same,low,hyla,206.3
615,13-Jun,57,6,same_low,same,low,hyla,215.4
616,13-Jun,60,6,cont_low,cont,low,hyla,335.4
617,14-Jun,9,1,late_low,late,low,hyla,208.2
618,14-Jun,17,2,same_high,same,high,hyla,216.8
619,14-Jun,37,4,early_high,early,high,hyla,201.8
620,14-Jun,43,5,same_med,same,med,hyla,NA
621,14-Jun,46,5,early_high,early,high,hyla,272.4
622,14-Jun,47,5,same_low,same,low,hyla,192.8
623,14-Jun,48,5,early_med,early,med,hyla,219.8
624,14-Jun,54,6,same_high,same,high,hyla,177.5
625,14-Jun,57,6,same_low,same,low,hyla,216.1
626,15-Jun,5,1,same_med,same,med,hyla,179
627,15-Jun,9,1,late_low,late,low,hyla,156.8
628,15-Jun,20,2,cont_med,cont,med,hyla,200.9
629,15-Jun,24,3,early_med,early,med,hyla,163.9
630,15-Jun,45,5,late_low,late,low,hyla,181.8
631,15-Jun,46,5,early_high,early,high,hyla,185.2
632,15-Jun,48,5,early_med,early,med,hyla,307.4
633,15-Jun,54,6,same_high,same,high,hyla,160.5
634,15-Jun,58,6,same_med,same,med,hyla,203.5
635,16-Jun,9,1,late_low,late,low,hyla,178.4
636,16-Jun,17,2,same_high,same,high,hyla,207.9
637,16-Jun,21,3,same_med,same,med,hyla,218.2
638,16-Jun,25,3,same_low,same,low,hyla,190.9
639,16-Jun,29,3,early_low,early,low,hyla,270.5
640,16-Jun,35,4,same_med,same,med,hyla,266.6
641,16-Jun,40,4,cont_high,cont,high,hyla,NA
642,16-Jun,46,5,early_high,early,high,hyla,261.1
643,16-Jun,50,5,cont_med,cont,med,hyla,NA
644,16-Jun,50,5,cont_med,cont,med,hyla,225.2
645,16-Jun,51,6,late_med,late,med,hyla,207.7
646,16-Jun,52,6,early_high,early,high,hyla,189.8
647,16-Jun,56,6,late_high,late,high,hyla,224.3
648,16-Jun,57,6,same_low,same,low,hyla,171.6
649,17-Jun,2,1,early_med,early,med,hyla,189.6
650,17-Jun,3,1,early_low,early,low,hyla,220.4
651,17-Jun,10,1,cont_high,cont,high,hyla,164.7
652,17-Jun,12,2,same_low,same,low,hyla,201.4
653,17-Jun,25,3,same_low,same,low,hyla,199.5
654,17-Jun,26,3,early_high,early,high,hyla,187.3
655,17-Jun,33,4,early_low,early,low,hyla,NA
656,17-Jun,36,4,late_high,late,high,hyla,178.2
657,17-Jun,37,4,early_high,early,high,hyla,237.1
658,17-Jun,37,4,early_high,early,high,hyla,249.7
659,17-Jun,37,4,early_high,early,high,hyla,280.7
660,17-Jun,37,4,early_high,early,high,hyla,216.7
661,17-Jun,42,5,early_low,early,low,hyla,256.3
662,17-Jun,45,5,late_low,late,low,hyla,209.4
663,17-Jun,45,5,late_low,late,low,hyla,161.1
664,17-Jun,45,5,late_low,late,low,hyla,218
665,17-Jun,50,5,cont_med,cont,med,hyla,330.7
666,17-Jun,53,6,early_med,early,med,hyla,250.2
667,17-Jun,53,6,early_med,early,med,hyla,239.3
668,18-Jun,2,1,early_med,early,med,hyla,NA
669,18-Jun,6,1,same_low,same,low,hyla,173.4
670,18-Jun,20,2,cont_med,cont,med,hyla,242.6
671,18-Jun,24,3,early_med,early,med,hyla,170.8
672,18-Jun,25,3,same_low,same,low,hyla,228.5
673,18-Jun,26,3,early_high,early,high,hyla,202.3
674,18-Jun,26,3,early_high,early,high,hyla,241.8
675,18-Jun,35,4,same_med,same,med,hyla,154.7
676,18-Jun,38,4,early_med,early,med,hyla,234
677,18-Jun,38,4,early_med,early,med,hyla,211
678,18-Jun,38,4,early_med,early,med,hyla,206.3
679,18-Jun,43,5,same_med,same,med,hyla,186.8
680,18-Jun,46,5,early_high,early,high,hyla,217.7
681,18-Jun,47,5,same_low,same,low,hyla,210.6
682,18-Jun,47,5,same_low,same,low,hyla,171.6
683,18-Jun,52,6,early_high,early,high,hyla,213.8
684,18-Jun,52,6,early_high,early,high,hyla,175.3
685,18-Jun,53,6,early_med,early,med,hyla,231.6
686,19-Jun,1,1,early_high,early,high,hyla,171.1
687,19-Jun,2,1,early_med,early,med,hyla,190.8
688,19-Jun,10,1,cont_high,cont,high,hyla,139.2
689,19-Jun,12,2,same_low,same,low,hyla,170.2
690,19-Jun,13,2,early_low,early,low,hyla,181.6
691,19-Jun,17,2,same_high,same,high,hyla,157.3
692,19-Jun,17,2,same_high,same,high,hyla,177.8
693,19-Jun,21,3,same_med,same,med,hyla,135.5
694,19-Jun,37,4,early_high,early,high,hyla,229.5
695,19-Jun,47,5,same_low,same,low,hyla,222.1
696,19-Jun,48,5,early_med,early,med,hyla,230.2
697,19-Jun,52,6,early_high,early,high,hyla,228.4
698,19-Jun,52,6,early_high,early,high,hyla,192.6
699,19-Jun,53,6,early_med,early,med,hyla,232.4
700,19-Jun,53,6,early_med,early,med,hyla,225.8
701,19-Jun,53,6,early_med,early,med,hyla,279.5
702,19-Jun,53,6,early_med,early,med,hyla,223.8
703,19-Jun,57,6,same_low,same,low,hyla,193.8
704,19-Jun,58,6,same_med,same,med,hyla,183.4
705,20-Jun,3,1,early_low,early,low,hyla,239
706,20-Jun,9,1,late_low,late,low,hyla,170.3
707,20-Jun,10,1,cont_high,cont,high,hyla,170.9
708,20-Jun,12,2,same_low,same,low,hyla,195.8
709,20-Jun,14,2,same_med,same,med,hyla,169.7
710,20-Jun,24,3,early_med,early,med,hyla,181.2
711,20-Jun,25,3,same_low,same,low,hyla,282.3
712,20-Jun,36,4,late_high,late,high,hyla,187.6
713,20-Jun,36,4,late_high,late,high,hyla,189.5
714,20-Jun,37,4,early_high,early,high,hyla,224
715,20-Jun,39,4,late_med,late,med,hyla,183.4
716,20-Jun,42,5,early_low,early,low,hyla,242.4
717,20-Jun,47,5,same_low,same,low,hyla,263.2
718,20-Jun,48,5,early_med,early,med,hyla,260.7
719,20-Jun,54,6,same_high,same,high,hyla,159
720,20-Jun,56,6,late_high,late,high,hyla,218.7
721,21-Jun,2,1,early_med,early,med,hyla,187.3
722,21-Jun,6,1,same_low,same,low,hyla,171.8
723,21-Jun,15,2,early_high,early,high,hyla,181.4
724,21-Jun,20,2,cont_med,cont,med,hyla,245
725,21-Jun,21,3,same_med,same,med,hyla,210.7
726,21-Jun,25,3,same_low,same,low,hyla,284.6
727,21-Jun,26,3,early_high,early,high,hyla,228.5
728,21-Jun,32,4,same_low,same,low,hyla,211.5
729,21-Jun,33,4,early_low,early,low,hyla,265.3
731,21-Jun,36,4,late_high,late,high,hyla,166.4
732,21-Jun,37,4,early_high,early,high,hyla,237.7
733,21-Jun,37,4,early_high,early,high,hyla,290.1
734,21-Jun,39,4,late_med,late,med,hyla,187.4
735,21-Jun,40,4,cont_high,cont,high,hyla,346.3
736,21-Jun,47,5,same_low,same,low,hyla,208.6
737,21-Jun,47,5,same_low,same,low,hyla,223.8
738,21-Jun,50,5,cont_med,cont,med,hyla,270.4
739,21-Jun,50,5,cont_med,cont,med,hyla,237.7
740,21-Jun,51,6,late_med,late,med,hyla,166.4
741,21-Jun,51,6,late_med,late,med,hyla,217
742,21-Jun,53,6,early_med,early,med,hyla,230.3
743,21-Jun,54,6,same_high,same,high,hyla,218.2
745,21-Jun,56,6,late_high,late,high,hyla,223.4
746,21-Jun,57,6,same_low,same,low,hyla,204.4
747,21-Jun,57,6,same_low,same,low,hyla,175.6
748,22-Jun,2,1,early_med,early,med,hyla,160.7
749,22-Jun,4,1,same_high,same,high,hyla,150.2
750,22-Jun,9,1,late_low,late,low,hyla,131.9
751,22-Jun,11,2,early_med,early,med,hyla,146.2
752,22-Jun,12,2,same_low,same,low,hyla,153.1
753,22-Jun,17,2,same_high,same,high,hyla,177.2
754,22-Jun,24,3,early_med,early,med,hyla,184.1
755,22-Jun,24,3,early_med,early,med,hyla,184.2
756,22-Jun,28,3,late_high,late,high,hyla,176.8
757,22-Jun,38,4,early_med,early,med,hyla,261.4
758,22-Jun,38,4,early_med,early,med,hyla,186.8
759,22-Jun,41,5,late_high,late,high,hyla,139.8
760,22-Jun,43,5,same_med,same,med,hyla,184.5
761,22-Jun,53,6,early_med,early,med,hyla,194.5
762,23-Jun,1,1,early_high,early,high,hyla,135.1
763,23-Jun,2,1,early_med,early,med,hyla,188.3
764,23-Jun,7,1,late_high,late,high,hyla,144.7
765,23-Jun,10,1,cont_high,cont,high,hyla,190.7
766,23-Jun,11,2,early_med,early,med,hyla,167.2
767,23-Jun,20,2,cont_med,cont,med,hyla,189.5
768,23-Jun,35,4,same_med,same,med,hyla,176.7
769,23-Jun,36,4,late_high,late,high,hyla,171.9
770,23-Jun,37,4,early_high,early,high,hyla,230.5
771,23-Jun,39,4,late_med,late,med,hyla,197.7
772,23-Jun,39,4,late_med,late,med,hyla,233.2
773,23-Jun,42,5,early_low,early,low,hyla,209.2
774,23-Jun,45,5,late_low,late,low,hyla,177.1
775,23-Jun,47,5,same_low,same,low,hyla,166.7
776,23-Jun,53,6,early_med,early,med,hyla,215.7
777,23-Jun,56,6,late_high,late,high,hyla,208.5
778,23-Jun,56,6,late_high,late,high,hyla,217.4
779,24-Jun,1,1,early_high,early,high,hyla,NA
780,24-Jun,2,1,early_med,early,med,hyla,NA
781,24-Jun,10,1,cont_high,cont,high,hyla,NA
782,24-Jun,20,2,cont_med,cont,med,hyla,NA
783,24-Jun,24,3,early_med,early,med,hyla,NA
784,24-Jun,33,4,early_low,early,low,hyla,NA
785,24-Jun,43,5,same_med,same,med,hyla,NA
786,24-Jun,50,5,cont_med,cont,med,hyla,NA
787,24-Jun,51,6,late_med,late,med,hyla,222.9
788,24-Jun,54,6,same_high,same,high,hyla,138.7
789,24-Jun,57,6,same_low,same,low,hyla,178.5
790,24-Jun,58,6,same_med,same,med,hyla,162.6
791,25-Jun,11,2,early_med,early,med,hyla,151.2
792,25-Jun,13,2,early_low,early,low,hyla,152.7
793,25-Jun,14,2,same_med,same,med,hyla,138.4
794,25-Jun,17,2,same_high,same,high,hyla,151.2
795,25-Jun,20,2,cont_med,cont,med,hyla,285.6
796,25-Jun,26,3,early_high,early,high,hyla,212
797,25-Jun,33,4,early_low,early,low,hyla,234
798,25-Jun,35,4,same_med,same,med,hyla,259.5
799,25-Jun,35,4,same_med,same,med,hyla,243.6
800,25-Jun,55,6,early_low,early,low,hyla,199.2
801,25-Jun,57,6,same_low,same,low,hyla,NA
802,25-Jun,58,6,same_med,same,med,hyla,198.6
803,26-Jun,1,1,early_high,early,high,hyla,152.6
804,26-Jun,5,1,same_med,same,med,hyla,195.8
805,26-Jun,6,1,same_low,same,low,hyla,198.6
806,26-Jun,10,1,cont_high,cont,high,hyla,148.1
807,26-Jun,10,1,cont_high,cont,high,hyla,148.1
808,26-Jun,14,2,same_med,same,med,hyla,173.6
809,26-Jun,18,2,late_high,late,high,hyla,174.2
810,26-Jun,26,3,early_high,early,high,hyla,234.3
811,26-Jun,32,4,same_low,same,low,hyla,162.2
812,26-Jun,33,4,early_low,early,low,hyla,241.7
813,26-Jun,35,4,same_med,same,med,hyla,175
814,26-Jun,37,4,early_high,early,high,hyla,216.5
815,26-Jun,43,5,same_med,same,med,hyla,177.7
816,26-Jun,44,5,same_high,same,high,hyla,169.3
817,26-Jun,44,5,same_high,same,high,hyla,178.8
818,26-Jun,44,5,same_high,same,high,hyla,166.6
819,26-Jun,47,5,same_low,same,low,hyla,172.9
820,26-Jun,48,5,early_med,early,med,hyla,207.1
821,26-Jun,50,5,cont_med,cont,med,hyla,220.3
822,26-Jun,51,6,late_med,late,med,hyla,202.7
823,26-Jun,58,6,same_med,same,med,hyla,188.1
824,26-Jun,58,6,same_med,same,med,hyla,219.8
825,27-Jun,2,1,early_med,early,med,hyla,155.5
826,27-Jun,3,1,early_low,early,low,hyla,324.9
827,27-Jun,5,1,same_med,same,med,hyla,192.4
828,27-Jun,5,1,same_med,same,med,hyla,139.7
829,27-Jun,7,1,late_high,late,high,hyla,122.2
830,27-Jun,9,1,late_low,late,low,hyla,141
831,27-Jun,12,2,same_low,same,low,hyla,165.6
832,27-Jun,17,2,same_high,same,high,hyla,161.7
833,27-Jun,24,3,early_med,early,med,hyla,221.6
834,27-Jun,24,3,early_med,early,med,hyla,192.8
835,27-Jun,24,3,early_med,early,med,hyla,179.1
837,27-Jun,34,4,same_high,same,high,hyla,192
838,27-Jun,36,4,late_high,late,high,hyla,152.5
839,27-Jun,37,4,early_high,early,high,hyla,NA
840,27-Jun,43,5,same_med,same,med,hyla,204
841,27-Jun,56,6,late_high,late,high,hyla,176.8
842,27-Jun,58,6,same_med,same,med,hyla,209.2
843,27-Jun,58,6,same_med,same,med,hyla,160
844,28-Jun,2,1,early_med,early,med,hyla,145.3
845,28-Jun,2,1,early_med,early,med,hyla,190.6
846,28-Jun,5,1,same_med,same,med,hyla,160
847,28-Jun,11,2,early_med,early,med,hyla,NA
848,28-Jun,12,2,same_low,same,low,hyla,223.8
849,28-Jun,13,2,early_low,early,low,hyla,166.2
850,28-Jun,13,2,early_low,early,low,hyla,184.3
851,28-Jun,16,2,late_med,late,med,hyla,172
852,28-Jun,25,3,same_low,same,low,hyla,222.4
853,28-Jun,26,3,early_high,early,high,hyla,312.6
854,28-Jun,36,4,late_high,late,high,hyla,174.6
855,28-Jun,43,5,same_med,same,med,hyla,237.2
856,28-Jun,45,5,late_low,late,low,hyla,155
857,28-Jun,52,6,early_high,early,high,hyla,190.7
858,28-Jun,53,6,early_med,early,med,hyla,283.8
859,28-Jun,54,6,same_high,same,high,hyla,177
860,28-Jun,54,6,same_high,same,high,hyla,159.2
861,28-Jun,54,6,same_high,same,high,hyla,180
862,29-Jun,6,1,same_low,same,low,hyla,178.2
863,29-Jun,12,2,same_low,same,low,hyla,211.9
864,29-Jun,13,2,early_low,early,low,hyla,198
865,29-Jun,17,2,same_high,same,high,hyla,201.9
866,29-Jun,20,2,cont_med,cont,med,hyla,236
868,29-Jun,32,4,same_low,same,low,hyla,178.6
869,29-Jun,32,4,same_low,same,low,hyla,181.5
870,29-Jun,35,4,same_med,same,med,hyla,191
871,29-Jun,37,4,early_high,early,high,hyla,272.2
872,29-Jun,39,4,late_med,late,med,hyla,218.1
873,29-Jun,44,5,same_high,same,high,hyla,149.9
874,29-Jun,45,5,late_low,late,low,hyla,157.7
875,29-Jun,54,6,same_high,same,high,hyla,NA
876,29-Jun,56,6,late_high,late,high,hyla,214.4
877,30-Jun,2,1,early_med,early,med,hyla,196.4
878,30-Jun,2,1,early_med,early,med,hyla,183.2
879,30-Jun,5,1,same_med,same,med,hyla,172.8
880,30-Jun,6,1,same_low,same,low,hyla,155.3
881,30-Jun,12,2,same_low,same,low,hyla,234.1
882,30-Jun,20,2,cont_med,cont,med,hyla,254.7
883,30-Jun,32,4,same_low,same,low,hyla,192
884,30-Jun,35,4,same_med,same,med,hyla,197.8
885,30-Jun,37,4,early_high,early,high,hyla,304.6
886,30-Jun,37,4,early_high,early,high,hyla,236.8
887,30-Jun,42,5,early_low,early,low,hyla,210.6
888,30-Jun,47,5,same_low,same,low,hyla,NA
889,30-Jun,53,6,early_med,early,med,hyla,259
890,30-Jun,56,6,late_high,late,high,hyla,210.7
891,30-Jun,57,6,same_low,same,low,hyla,264.5
892,1-Jul,2,1,early_med,early,med,hyla,163.5
893,1-Jul,5,1,same_med,same,med,hyla,168.1
894,1-Jul,5,1,same_med,same,med,hyla,245.6
895,1-Jul,6,1,same_low,same,low,hyla,126.5
896,1-Jul,10,1,cont_high,cont,high,hyla,193.3
897,1-Jul,12,2,same_low,same,low,hyla,210.5
898,1-Jul,13,2,early_low,early,low,hyla,206.6
899,1-Jul,14,2,same_med,same,med,hyla,179.4
900,1-Jul,19,2,late_low,late,low,hyla,149.8
901,1-Jul,24,3,early_med,early,med,hyla,213
902,1-Jul,25,3,same_low,same,low,hyla,204.2
903,1-Jul,37,4,early_high,early,high,hyla,245.1
904,1-Jul,51,6,late_med,late,med,hyla,NA
905,1-Jul,54,6,same_high,same,high,hyla,NA
906,2-Jul,1,1,early_high,early,high,hyla,176.4
907,2-Jul,7,1,late_high,late,high,hyla,154.8
908,2-Jul,11,2,early_med,early,med,hyla,194.8
909,2-Jul,19,2,late_low,late,low,hyla,149.5
910,2-Jul,31,4,late_low,late,low,hyla,124.5
911,2-Jul,37,4,early_high,early,high,hyla,260.4
912,2-Jul,44,5,same_high,same,high,hyla,169
913,2-Jul,45,5,late_low,late,low,hyla,220.1
914,30-Jun,52,6,early_high,early,high,hyla,NA
915,3-Jul,6,1,same_low,same,low,hyla,180.1
916,3-Jul,8,1,late_med,late,med,hyla,154.8
917,3-Jul,18,2,late_high,late,high,hyla,NA
918,3-Jul,39,4,late_med,late,med,hyla,217.6
919,3-Jul,43,5,same_med,same,med,hyla,228.1
920,3-Jul,51,6,late_med,late,med,hyla,231.9
921,5-Jul,2,1,early_med,early,med,hyla,149.7
922,5-Jul,2,1,early_med,early,med,hyla,145.5
923,5-Jul,6,1,same_low,same,low,hyla,190.9
924,5-Jul,12,2,same_low,same,low,hyla,223.3
925,5-Jul,13,2,early_low,early,low,hyla,182.5
926,5-Jul,13,2,early_low,early,low,hyla,189.8
927,5-Jul,14,2,same_med,same,med,hyla,196.3
928,5-Jul,19,2,late_low,late,low,hyla,149.1
929,5-Jul,25,3,same_low,same,low,hyla,158.5
930,5-Jul,32,4,same_low,same,low,hyla,156.5
931,5-Jul,34,4,same_high,same,high,hyla,183
932,5-Jul,35,4,same_med,same,med,hyla,161.1
933,5-Jul,39,4,late_med,late,med,hyla,209
934,5-Jul,39,4,late_med,late,med,hyla,201.3
935,5-Jul,39,4,late_med,late,med,hyla,232.8
936,5-Jul,43,5,same_med,same,med,hyla,227.5
937,5-Jul,45,5,late_low,late,low,hyla,209.3
938,5-Jul,45,5,late_low,late,low,hyla,189.4
939,5-Jul,49,5,late_med,late,med,hyla,158.9
940,5-Jul,56,6,late_high,late,high,hyla,272.8
941,5-Jul,57,6,same_low,same,low,hyla,222.5
942,6-Jul,14,2,same_med,same,med,hyla,NA
943,6-Jul,18,2,late_high,late,high,hyla,178
944,6-Jul,18,2,late_high,late,high,hyla,176.4
945,7-Jul,2,1,early_med,early,med,hyla,151.5
946,7-Jul,6,1,same_low,same,low,hyla,215.9
947,7-Jul,18,2,late_high,late,high,hyla,158.8
948,7-Jul,25,3,same_low,same,low,hyla,184.9
950,7-Jul,39,4,late_med,late,med,hyla,229.3
951,7-Jul,43,5,same_med,same,med,hyla,224.5
952,7-Jul,44,5,same_high,same,high,hyla,197.5
953,7-Jul,45,5,late_low,late,low,hyla,199.5
954,7-Jul,54,6,same_high,same,high,hyla,148.1
955,7-Jul,55,6,early_low,early,low,hyla,278.5
956,7-Jul,56,6,late_high,late,high,hyla,298.1
957,7-Jul,56,6,late_high,late,high,hyla,187.2
958,7-Jul,56,6,late_high,late,high,hyla,206.5
959,8-Jul,2,1,early_med,early,med,hyla,188.6
960,8-Jul,5,1,same_med,same,med,hyla,215.4
961,8-Jul,11,2,early_med,early,med,hyla,198.6
962,8-Jul,11,2,early_med,early,med,hyla,158.3
963,8-Jul,11,2,early_med,early,med,hyla,213.4
964,8-Jul,11,2,early_med,early,med,hyla,211.3
965,8-Jul,13,2,early_low,early,low,hyla,207.2
966,8-Jul,13,2,early_low,early,low,hyla,197.9
967,8-Jul,14,2,same_med,same,med,hyla,154.6
968,8-Jul,16,2,late_med,late,med,hyla,120.3
969,8-Jul,17,2,same_high,same,high,hyla,225.2
970,8-Jul,38,4,early_med,early,med,hyla,166.6
971,8-Jul,39,4,late_med,late,med,hyla,226.5
972,8-Jul,43,5,same_med,same,med,hyla,227.7
973,8-Jul,53,6,early_med,early,med,hyla,206.9
974,8-Jul,56,6,late_high,late,high,hyla,225.9
975,9-Jul,10,1,cont_high,cont,high,hyla,213.6
976,9-Jul,11,2,early_med,early,med,hyla,207.9
977,9-Jul,13,2,early_low,early,low,hyla,198.8
978,9-Jul,13,2,early_low,early,low,hyla,253.9
979,9-Jul,14,2,same_med,same,med,hyla,199.9
980,9-Jul,17,2,same_high,same,high,hyla,127.2
981,9-Jul,19,2,late_low,late,low,hyla,220.5
982,9-Jul,23,3,late_low,late,low,hyla,214.8
983,9-Jul,24,3,early_med,early,med,hyla,198.2
984,9-Jul,38,4,early_med,early,med,hyla,232.4
985,9-Jul,39,4,late_med,late,med,hyla,251.8
986,9-Jul,39,4,late_med,late,med,hyla,263.3
987,9-Jul,39,4,late_med,late,med,hyla,255.2
988,9-Jul,43,5,same_med,same,med,hyla,247.4
989,9-Jul,43,5,same_med,same,med,hyla,312
990,9-Jul,43,5,same_med,same,med,hyla,222.7
991,9-Jul,43,5,same_med,same,med,hyla,212
992,9-Jul,53,6,early_med,early,med,hyla,181.1
993,9-Jul,54,6,same_high,same,high,hyla,225.6
994,9-Jul,56,6,late_high,late,high,hyla,209
995,9-Jul,58,6,same_med,same,med,hyla,143.2
996,10-Jul,5,1,same_med,same,med,hyla,190.3
997,10-Jul,12,2,same_low,same,low,hyla,201.4
998,10-Jul,16,2,late_med,late,med,hyla,175.9
999,10-Jul,23,3,late_low,late,low,hyla,199.4
1000,10-Jul,32,4,same_low,same,low,hyla,203.2
1001,10-Jul,35,4,same_med,same,med,hyla,NA
1002,10-Jul,35,4,same_med,same,med,hyla,229.4
1003,10-Jul,39,4,late_med,late,med,hyla,192.5
1004,10-Jul,39,4,late_med,late,med,hyla,220.8
1005,10-Jul,39,4,late_med,late,med,hyla,238.8
1006,10-Jul,44,5,same_high,same,high,hyla,NA
1007,10-Jul,45,5,late_low,late,low,hyla,158.3
1008,10-Jul,46,5,early_high,early,high,hyla,172.5
1009,10-Jul,51,6,late_med,late,med,hyla,141.1
1010,10-Jul,54,6,same_high,same,high,hyla,187.1
1012,11-Jul,6,1,same_low,same,low,hyla,206.6
1013,11-Jul,8,1,late_med,late,med,hyla,175.6
1014,11-Jul,9,1,late_low,late,low,hyla,144.8
1015,11-Jul,14,2,same_med,same,med,hyla,196.4
1016,11-Jul,24,3,early_med,early,med,hyla,196.3
1017,11-Jul,38,4,early_med,early,med,hyla,216.5
1018,11-Jul,39,4,late_med,late,med,hyla,181.8
1019,11-Jul,39,4,late_med,late,med,hyla,225
1020,11-Jul,45,5,late_low,late,low,hyla,180.4
1021,11-Jul,45,5,late_low,late,low,hyla,214.1
1022,11-Jul,54,6,same_high,same,high,hyla,209.2
