"","date","tank","block","trt","order","sync","ones","mass_mg","doy","timetoemerge","cumulative_metas","cumulative_biom"
"1",2019-05-07,3,1,"early_low","early","low",1,148.9,127,22,1,148.9
"2",2019-05-07,3,1,"early_low","early","low",1,143.1,127,22,2,292
"3",2019-05-07,3,1,"early_low","early","low",1,NA,127,22,3,483.984550345888
"4",2019-05-07,5,1,"same_med","same","med",1,155.7,127,22,1,155.7
"5",2019-05-07,12,2,"same_low","same","low",1,142.2,127,22,1,142.2
"6",2019-05-07,20,2,"cont_med","cont","med",1,186.8,127,22,1,186.8
"7",2019-05-07,25,3,"same_low","same","low",1,158.1,127,22,1,158.1
"8",2019-05-07,25,3,"same_low","same","low",1,183.5,127,22,2,341.6
"9",2019-05-07,29,3,"early_low","early","low",1,208.4,127,22,1,208.4
"10",2019-05-07,29,3,"early_low","early","low",1,199.3,127,22,2,407.7
"11",2019-05-07,29,3,"early_low","early","low",1,252.2,127,22,3,659.9
"12",2019-05-07,29,3,"early_low","early","low",1,234.4,127,22,4,894.3
"13",2019-05-07,29,3,"early_low","early","low",1,215.7,127,22,5,1110
"14",2019-05-07,30,3,"cont_low","cont","low",1,309,127,22,1,309
"15",2019-05-07,32,4,"same_low","same","low",1,235.2,127,22,1,235.2
"16",2019-05-07,32,4,"same_low","same","low",1,183.1,127,22,2,418.3
"17",2019-05-07,32,4,"same_low","same","low",1,279.2,127,22,3,697.5
"18",2019-05-07,33,4,"early_low","early","low",1,184.4,127,22,1,184.4
"19",2019-05-07,33,4,"early_low","early","low",1,179.5,127,22,2,363.9
"20",2019-05-07,33,4,"early_low","early","low",1,141.6,127,22,3,505.5
"21",2019-05-07,33,4,"early_low","early","low",1,195.7,127,22,4,701.2
"22",2019-05-07,38,4,"early_med","early","med",1,188.7,127,22,1,188.7
"23",2019-05-07,42,5,"early_low","early","low",1,217.6,127,22,1,217.6
"24",2019-05-07,42,5,"early_low","early","low",1,257.4,127,22,2,475
"25",2019-05-07,42,5,"early_low","early","low",1,217.1,127,22,3,692.1
"26",2019-05-07,42,5,"early_low","early","low",1,191.2,127,22,4,883.3
"27",2019-05-07,42,5,"early_low","early","low",1,199.6,127,22,5,1082.9
"28",2019-05-07,47,5,"same_low","same","low",1,157.6,127,22,1,157.6
"29",2019-05-07,55,6,"early_low","early","low",1,198.5,127,22,1,198.5
"30",2019-05-07,55,6,"early_low","early","low",1,203.6,127,22,2,402.1
"31",2019-05-07,55,6,"early_low","early","low",1,180.7,127,22,3,582.8
"32",2019-05-07,55,6,"early_low","early","low",1,205.8,127,22,4,788.6
"33",2019-05-07,55,6,"early_low","early","low",1,179.1,127,22,5,967.7
"34",2019-05-07,57,6,"same_low","same","low",1,197.5,127,22,1,197.5
"35",2019-05-08,2,1,"early_med","early","med",1,143.8,128,23,1,143.8
"36",2019-05-08,3,1,"early_low","early","low",1,162.7,128,23,4,646.684550345888
"37",2019-05-08,6,1,"same_low","same","low",1,170.5,128,23,1,170.5
"38",2019-05-08,23,3,"late_low","late","low",1,143.1,128,23,1,143.1
"39",2019-05-08,24,3,"early_med","early","med",1,161,128,23,1,161
"40",2019-05-08,25,3,"same_low","same","low",1,165.4,128,23,3,507
"41",2019-05-08,25,3,"same_low","same","low",1,190.3,128,23,4,697.3
"42",2019-05-08,25,3,"same_low","same","low",1,162.3,128,23,5,859.6
"43",2019-05-08,25,3,"same_low","same","low",1,119.5,128,23,6,979.1
"44",2019-05-08,20,2,"cont_med","cont","med",1,269.2,128,23,2,456
"45",2019-05-08,20,2,"cont_med","cont","med",1,209.6,128,23,3,665.6
"46",2019-05-08,29,3,"early_low","early","low",1,259.7,128,23,6,1369.7
"47",2019-05-08,31,4,"late_low","late","low",1,120.3,128,23,1,120.3
"48",2019-05-08,32,4,"same_low","same","low",1,135.3,128,23,4,832.8
"49",2019-05-08,33,4,"early_low","early","low",1,204.1,128,23,5,905.3
"50",2019-05-08,35,4,"same_med","same","med",1,133.3,128,23,1,133.3
"51",2019-05-08,38,4,"early_med","early","med",1,172,128,23,2,360.7
"52",2019-05-08,42,5,"early_low","early","low",1,163.2,128,23,6,1246.1
"53",2019-05-08,47,5,"same_low","same","low",1,183.1,128,23,2,340.7
"54",2019-05-08,53,6,"early_med","early","med",1,156.4,128,23,1,156.4
"55",2019-05-08,53,6,"early_med","early","med",1,148.3,128,23,2,304.7
"56",2019-05-08,55,6,"early_low","early","low",1,135.5,128,23,6,1103.2
"57",2019-05-08,55,6,"early_low","early","low",1,157.7,128,23,7,1260.9
"58",2019-05-08,55,6,"early_low","early","low",1,166.2,128,23,8,1427.1
"59",2019-05-08,57,6,"same_low","same","low",1,158.7,128,23,2,356.2
"60",2019-05-08,57,6,"same_low","same","low",1,153.8,128,23,3,510
"61",2019-05-08,60,6,"cont_low","cont","low",1,272.5,128,23,1,272.5
"62",2019-05-08,60,6,"cont_low","cont","low",1,234.1,128,23,2,506.6
"63",2019-05-09,2,1,"early_med","early","med",1,132.5,129,24,2,276.3
"64",2019-05-09,2,1,"early_med","early","med",1,139.8,129,24,3,416.1
"65",2019-05-09,5,1,"same_med","same","med",1,146.5,129,24,2,302.2
"66",2019-05-09,5,1,"same_med","same","med",1,122.3,129,24,3,424.5
"67",2019-05-09,5,1,"same_med","same","med",1,151.8,129,24,4,576.3
"68",2019-05-09,6,1,"same_low","same","low",1,141.2,129,24,2,311.7
"69",2019-05-09,11,2,"early_med","early","med",1,151.3,129,24,1,151.3
"70",2019-05-09,11,2,"early_med","early","med",1,133.4,129,24,2,284.7
"71",2019-05-09,20,2,"cont_med","cont","med",1,288.1,129,24,4,953.7
"72",2019-05-09,20,2,"cont_med","cont","med",1,217.9,129,24,5,1171.6
"73",2019-05-09,21,3,"same_med","same","med",1,110.8,129,24,1,110.8
"74",2019-05-09,24,3,"early_med","early","med",1,151.2,129,24,2,312.2
"75",2019-05-09,24,3,"early_med","early","med",1,136.4,129,24,3,448.6
"76",2019-05-09,24,3,"early_med","early","med",1,176,129,24,4,624.6
"77",2019-05-09,29,3,"early_low","early","low",1,196.6,129,24,7,1566.3
"78",2019-05-09,29,3,"early_low","early","low",1,208,129,24,8,1774.3
"79",2019-05-09,30,3,"cont_low","cont","low",1,157.7,129,24,2,466.7
"80",2019-05-09,30,3,"cont_low","cont","low",1,214.6,129,24,3,681.3
"81",2019-05-09,30,3,"cont_low","cont","low",1,198.8,129,24,4,880.1
"82",2019-05-09,30,3,"cont_low","cont","low",1,261.8,129,24,5,1141.9
"83",2019-05-09,32,4,"same_low","same","low",1,134.3,129,24,5,967.1
"84",2019-05-09,33,4,"early_low","early","low",1,203.3,129,24,6,1108.6
"85",2019-05-09,35,4,"same_med","same","med",1,127.9,129,24,2,261.2
"86",2019-05-09,35,4,"same_med","same","med",1,118.5,129,24,3,379.7
"87",2019-05-09,38,4,"early_med","early","med",1,159.3,129,24,3,520
"88",2019-05-09,38,4,"early_med","early","med",1,138.6,129,24,4,658.6
"89",2019-05-09,42,5,"early_low","early","low",1,176.8,129,24,7,1422.9
"90",2019-05-09,42,5,"early_low","early","low",1,160,129,24,8,1582.9
"91",2019-05-09,42,5,"early_low","early","low",1,169.7,129,24,9,1752.6
"92",2019-05-09,47,5,"same_low","same","low",1,178.7,129,24,3,519.4
"93",2019-05-09,47,5,"same_low","same","low",1,175,129,24,4,694.4
"94",2019-05-09,48,5,"early_med","early","med",1,187.1,129,24,1,187.1
"95",2019-05-09,48,5,"early_med","early","med",1,239.2,129,24,2,426.3
"96",2019-05-09,48,5,"early_med","early","med",1,227.7,129,24,3,654
"97",2019-05-09,48,5,"early_med","early","med",1,204.3,129,24,4,858.3
"98",2019-05-09,48,5,"early_med","early","med",1,213.6,129,24,5,1071.9
"99",2019-05-09,48,5,"early_med","early","med",1,269.9,129,24,6,1341.8
"100",2019-05-09,48,5,"early_med","early","med",1,268.7,129,24,7,1610.5
"101",2019-05-09,50,5,"cont_med","cont","med",1,168.1,129,24,1,168.1
"102",2019-05-09,50,5,"cont_med","cont","med",1,163.8,129,24,2,331.9
"103",2019-05-09,50,5,"cont_med","cont","med",1,174.8,129,24,3,506.7
"104",2019-05-09,53,6,"early_med","early","med",1,NA,129,24,3,496.684550345888
"105",2019-05-09,53,6,"early_med","early","med",1,169.6,129,24,4,666.284550345888
"106",2019-05-09,53,6,"early_med","early","med",1,138.2,129,24,5,804.484550345888
"107",2019-05-09,53,6,"early_med","early","med",1,140.8,129,24,6,945.284550345888
"108",2019-05-09,53,6,"early_med","early","med",1,150.8,129,24,7,1096.08455034589
"109",2019-05-09,53,6,"early_med","early","med",1,137.8,129,24,8,1233.88455034589
"110",2019-05-09,55,6,"early_low","early","low",1,160.2,129,24,9,1587.3
"111",2019-05-09,58,6,"same_med","same","med",1,128.2,129,24,1,128.2
"112",2019-05-09,60,6,"cont_low","cont","low",1,337.2,129,24,3,843.8
"113",2019-05-09,60,6,"cont_low","cont","low",1,257,129,24,4,1100.8
"114",2019-05-10,2,1,"early_med","early","med",1,161,130,25,4,577.1
"115",2019-05-10,2,1,"early_med","early","med",1,150.1,130,25,5,727.2
"116",2019-05-10,2,1,"early_med","early","med",1,159.2,130,25,6,886.4
"117",2019-05-10,3,1,"early_low","early","low",1,173.8,130,25,5,820.484550345888
"118",2019-05-10,6,1,"same_low","same","low",1,110.4,130,25,3,422.1
"119",2019-05-10,11,2,"early_med","early","med",1,152.5,130,25,3,437.2
"120",2019-05-10,20,2,"cont_med","cont","med",1,132.7,130,25,6,1304.3
"121",2019-05-10,21,3,"same_med","same","med",1,130.3,130,25,2,241.1
"122",2019-05-10,24,3,"early_med","early","med",1,149.5,130,25,5,774.1
"123",2019-05-10,24,3,"early_med","early","med",1,145,130,25,6,919.1
"124",2019-05-10,24,3,"early_med","early","med",1,172.4,130,25,7,1091.5
"125",2019-05-10,24,3,"early_med","early","med",1,139.1,130,25,8,1230.6
"126",2019-05-10,24,3,"early_med","early","med",1,145.8,130,25,9,1376.4
"127",2019-05-10,25,3,"same_low","same","low",1,135.4,130,25,7,1114.5
"128",2019-05-10,30,3,"cont_low","cont","low",1,209,130,25,6,1350.9
"129",2019-05-10,30,3,"cont_low","cont","low",1,188.2,130,25,7,1539.1
"130",2019-05-10,32,4,"same_low","same","low",1,141,130,25,6,1108.1
"131",2019-05-10,32,4,"same_low","same","low",1,152.2,130,25,7,1260.3
"132",2019-05-10,33,4,"early_low","early","low",1,134.6,130,25,7,1243.2
"133",2019-05-10,35,4,"same_med","same","med",1,129.3,130,25,4,509
"134",2019-05-10,35,4,"same_med","same","med",1,146.9,130,25,5,655.9
"135",2019-05-10,37,4,"early_high","early","high",1,146.5,130,25,1,146.5
"136",2019-05-10,38,4,"early_med","early","med",1,165.3,130,25,5,823.9
"137",2019-05-10,38,4,"early_med","early","med",1,141.3,130,25,6,965.2
"138",2019-05-10,40,4,"cont_high","cont","high",1,141.4,130,25,1,141.4
"139",2019-05-10,40,4,"cont_high","cont","high",1,135.2,130,25,2,276.6
"140",2019-05-10,42,5,"early_low","early","low",1,158.8,130,25,10,1911.4
"141",2019-05-10,43,5,"same_med","same","med",1,150.3,130,25,1,150.3
"142",2019-05-10,43,5,"same_med","same","med",1,144.9,130,25,2,295.2
"143",2019-05-10,43,5,"same_med","same","med",1,130.9,130,25,3,426.1
"144",2019-05-10,43,5,"same_med","same","med",1,114.1,130,25,4,540.2
"145",2019-05-10,43,5,"same_med","same","med",1,118,130,25,5,658.2
"146",2019-05-10,45,5,"late_low","late","low",1,112.9,130,25,1,112.9
"147",2019-05-10,45,5,"late_low","late","low",1,144,130,25,2,256.9
"148",2019-05-10,46,5,"early_high","early","high",1,169.1,130,25,1,169.1
"149",2019-05-10,46,5,"early_high","early","high",1,169.9,130,25,2,339
"150",2019-05-10,46,5,"early_high","early","high",1,151,130,25,3,490
"151",2019-05-10,47,5,"same_low","same","low",1,154.6,130,25,5,849
"152",2019-05-10,48,5,"early_med","early","med",1,203.6,130,25,8,1814.1
"153",2019-05-10,50,5,"cont_med","cont","med",1,169.7,130,25,4,676.4
"154",2019-05-10,50,5,"cont_med","cont","med",1,146.4,130,25,5,822.8
"155",2019-05-10,50,5,"cont_med","cont","med",1,189.5,130,25,6,1012.3
"156",2019-05-10,50,5,"cont_med","cont","med",1,121.3,130,25,7,1133.6
"157",2019-05-10,52,6,"early_high","early","high",1,119.1,130,25,1,119.1
"158",2019-05-10,53,6,"early_med","early","med",1,125.1,130,25,9,1358.98455034589
"159",2019-05-10,55,6,"early_low","early","low",1,152.7,130,25,10,1740
"160",2019-05-10,57,6,"same_low","same","low",1,153.2,130,25,4,663.2
"161",2019-05-10,58,6,"same_med","same","med",1,131.7,130,25,2,259.9
"162",2019-05-10,59,6,"late_low","late","low",1,152.1,130,25,1,152.1
"163",2019-05-10,59,6,"late_low","late","low",1,154.2,130,25,2,306.3
"164",2019-05-10,60,6,"cont_low","cont","low",1,273.7,130,25,5,1374.5
"165",2019-05-10,60,6,"cont_low","cont","low",1,300.2,130,25,6,1674.7
"166",2019-05-10,60,6,"cont_low","cont","low",1,276.4,130,25,7,1951.1
"167",2019-05-10,60,6,"cont_low","cont","low",1,262,130,25,8,2213.1
"168",2019-05-11,2,1,"early_med","early","med",1,162.6,131,26,7,1049
"169",2019-05-11,3,1,"early_low","early","low",1,133.9,131,26,6,954.384550345888
"170",2019-05-11,5,1,"same_med","same","med",1,139.4,131,26,5,715.7
"171",2019-05-11,12,2,"same_low","same","low",1,118,131,26,2,260.2
"172",2019-05-11,21,3,"same_med","same","med",1,133.1,131,26,3,374.2
"173",2019-05-11,24,3,"early_med","early","med",1,152,131,26,10,1528.4
"174",2019-05-11,24,3,"early_med","early","med",1,135,131,26,11,1663.4
"175",2019-05-11,25,3,"same_low","same","low",1,155.3,131,26,8,1269.8
"176",2019-05-11,29,3,"early_low","early","low",1,197.9,131,26,9,1972.2
"177",2019-05-11,29,3,"early_low","early","low",1,214.6,131,26,10,2186.8
"178",2019-05-11,30,3,"cont_low","cont","low",1,207.9,131,26,8,1747
"179",2019-05-11,30,3,"cont_low","cont","low",1,186,131,26,9,1933
"180",2019-05-11,32,4,"same_low","same","low",1,127.7,131,26,8,1388
"181",2019-05-11,33,4,"early_low","early","low",1,160.6,131,26,8,1403.8
"182",2019-05-11,33,4,"early_low","early","low",1,168.9,131,26,9,1572.7
"183",2019-05-11,35,4,"same_med","same","med",1,NA,131,26,6,847.884550345888
"184",2019-05-11,35,4,"same_med","same","med",1,139.6,131,26,7,987.484550345888
"185",2019-05-11,38,4,"early_med","early","med",1,163.9,131,26,7,1129.1
"186",2019-05-11,40,4,"cont_high","cont","high",1,NA,131,26,3,468.584550345888
"187",2019-05-11,42,5,"early_low","early","low",1,154.2,131,26,11,2065.6
"188",2019-05-11,43,5,"same_med","same","med",1,132.7,131,26,6,790.9
"189",2019-05-11,43,5,"same_med","same","med",1,126.9,131,26,7,917.8
"190",2019-05-11,45,5,"late_low","late","low",1,129.6,131,26,3,386.5
"191",2019-05-11,47,5,"same_low","same","low",1,154.8,131,26,6,1003.8
"192",2019-05-11,47,5,"same_low","same","low",1,142.1,131,26,7,1145.9
"193",2019-05-11,48,5,"early_med","early","med",1,181.8,131,26,9,1995.9
"194",2019-05-11,48,5,"early_med","early","med",1,180.1,131,26,10,2176
"195",2019-05-11,48,5,"early_med","early","med",1,182.4,131,26,11,2358.4
"196",2019-05-11,50,5,"cont_med","cont","med",1,121,131,26,8,1254.6
"197",2019-05-11,52,6,"early_high","early","high",1,NA,131,26,2,311.084550345888
"198",2019-05-11,57,6,"same_low","same","low",1,154.6,131,26,5,817.8
"199",2019-05-11,57,6,"same_low","same","low",1,140.1,131,26,6,957.9
"200",2019-05-11,58,6,"same_med","same","med",1,171.5,131,26,3,431.4
"201",2019-05-11,58,6,"same_med","same","med",1,136.2,131,26,4,567.6
"202",2019-05-11,60,6,"cont_low","cont","low",1,209.8,131,26,9,2422.9
"203",2019-05-12,2,1,"early_med","early","med",1,127.5,132,27,8,1176.5
"204",2019-05-12,3,1,"early_low","early","low",1,162.1,132,27,7,1116.48455034589
"205",2019-05-12,11,2,"early_med","early","med",1,116.6,132,27,4,553.8
"206",2019-05-12,20,2,"cont_med","cont","med",1,182.3,132,27,7,1486.6
"207",2019-05-12,20,2,"cont_med","cont","med",1,173.9,132,27,8,1660.5
"208",2019-05-12,29,3,"early_low","early","low",1,203.2,132,27,11,2390
"209",2019-05-12,30,3,"cont_low","cont","low",1,210,132,27,10,2143
"210",2019-05-12,30,3,"cont_low","cont","low",1,222.2,132,27,11,2365.2
"211",2019-05-12,30,3,"cont_low","cont","low",1,240.3,132,27,12,2605.5
"212",2019-05-12,30,3,"cont_low","cont","low",1,233,132,27,13,2838.5
"213",2019-05-12,38,4,"early_med","early","med",1,139.7,132,27,8,1268.8
"214",2019-05-12,38,4,"early_med","early","med",1,158.6,132,27,9,1427.4
"215",2019-05-12,40,4,"cont_high","cont","high",1,152.2,132,27,4,620.784550345888
"216",2019-05-12,42,5,"early_low","early","low",1,188.5,132,27,12,2254.1
"217",2019-05-12,46,5,"early_high","early","high",1,149.8,132,27,4,639.8
"218",2019-05-12,58,6,"same_med","same","med",1,142.5,132,27,5,710.1
"219",2019-05-12,59,6,"late_low","late","low",1,140.2,132,27,3,446.5
"220",2019-05-12,60,6,"cont_low","cont","low",1,231.2,132,27,10,2654.1
"221",2019-05-12,60,6,"cont_low","cont","low",1,216.9,132,27,11,2871
"222",2019-05-12,60,6,"cont_low","cont","low",1,222.2,132,27,12,3093.2
"223",2019-05-13,2,1,"early_med","early","med",1,NA,133,28,9,1368.48455034589
"224",2019-05-13,6,1,"same_low","same","low",1,119,133,28,4,541.1
"225",2019-05-13,11,2,"early_med","early","med",1,108,133,28,5,661.8
"226",2019-05-13,12,2,"same_low","same","low",1,130.3,133,28,3,390.5
"227",2019-05-13,20,2,"cont_med","cont","med",1,181.6,133,28,9,1842.1
"228",2019-05-13,23,3,"late_low","late","low",1,131.7,133,28,2,274.8
"229",2019-05-13,25,3,"same_low","same","low",1,113.2,133,28,9,1383
"230",2019-05-13,29,3,"early_low","early","low",1,184.5,133,28,12,2574.5
"231",2019-05-13,35,4,"same_med","same","med",1,135.1,133,28,8,1122.58455034589
"232",2019-05-13,38,4,"early_med","early","med",1,111.7,133,28,10,1539.1
"233",2019-05-13,38,4,"early_med","early","med",1,136.9,133,28,11,1676
"234",2019-05-13,38,4,"early_med","early","med",1,134,133,28,12,1810
"235",2019-05-13,38,4,"early_med","early","med",1,134.2,133,28,13,1944.2
"236",2019-05-13,40,4,"cont_high","cont","high",1,173.8,133,28,5,794.584550345888
"237",2019-05-13,46,5,"early_high","early","high",1,172,133,28,5,811.8
"238",2019-05-13,52,6,"early_high","early","high",1,142.6,133,28,3,453.684550345888
"239",2019-05-13,57,6,"same_low","same","low",1,149.4,133,28,7,1107.3
"240",2019-05-13,57,6,"same_low","same","low",1,155.8,133,28,8,1263.1
"241",2019-05-13,57,6,"same_low","same","low",1,146.6,133,28,9,1409.7
"242",2019-05-13,59,6,"late_low","late","low",1,140.9,133,28,4,587.4
"243",2019-05-13,59,6,"late_low","late","low",1,149.5,133,28,5,736.9
"244",2019-05-13,60,6,"cont_low","cont","low",1,198.7,133,28,13,3291.9
"245",2019-05-14,11,2,"early_med","early","med",1,118.8,134,29,6,780.6
"246",2019-05-14,15,2,"early_high","early","high",1,260.1,134,29,1,260.1
"247",2019-05-14,20,2,"cont_med","cont","med",1,115.6,134,29,10,1957.7
"248",2019-05-14,21,3,"same_med","same","med",1,107.9,134,29,4,482.1
"249",2019-05-14,26,3,"early_high","early","high",1,103.5,134,29,1,103.5
"250",2019-05-14,26,3,"early_high","early","high",1,115.3,134,29,2,218.8
"251",2019-05-14,26,3,"early_high","early","high",1,119.2,134,29,3,338
"252",2019-05-14,29,3,"early_low","early","low",1,192.9,134,29,13,2767.4
"253",2019-05-14,31,4,"late_low","late","low",1,120.4,134,29,2,240.7
"254",2019-05-14,32,4,"same_low","same","low",1,157.5,134,29,9,1545.5
"255",2019-05-14,33,4,"early_low","early","low",1,151.3,134,29,10,1724
"256",2019-05-14,33,4,"early_low","early","low",1,113.2,134,29,11,1837.2
"257",2019-05-14,35,4,"same_med","same","med",1,129.3,134,29,9,1251.88455034589
"258",2019-05-14,37,4,"early_high","early","high",1,107.7,134,29,2,254.2
"259",2019-05-14,38,4,"early_med","early","med",1,147.3,134,29,14,2091.5
"260",2019-05-14,40,4,"cont_high","cont","high",1,162.2,134,29,6,956.784550345888
"261",2019-05-14,40,4,"cont_high","cont","high",1,124.8,134,29,7,1081.58455034589
"262",2019-05-14,40,4,"cont_high","cont","high",1,132.1,134,29,8,1213.68455034589
"263",2019-05-14,40,4,"cont_high","cont","high",1,169.6,134,29,9,1383.28455034589
"264",2019-05-14,46,5,"early_high","early","high",1,125.6,134,29,6,937.4
"265",2019-05-14,47,5,"same_low","same","low",1,122.7,134,29,8,1268.6
"266",2019-05-14,50,5,"cont_med","cont","med",1,136.9,134,29,9,1391.5
"267",2019-05-14,51,6,"late_med","late","med",1,115.3,134,29,1,115.3
"268",2019-05-14,52,6,"early_high","early","high",1,135.2,134,29,4,588.884550345888
"269",2019-05-14,52,6,"early_high","early","high",1,113.2,134,29,5,702.084550345888
"270",2019-05-14,55,6,"early_low","early","low",1,152.2,134,29,11,1892.2
"271",2019-05-14,57,6,"same_low","same","low",1,109.8,134,29,10,1519.5
"272",2019-05-14,59,6,"late_low","late","low",1,115.1,134,29,6,852
"273",2019-05-14,59,6,"late_low","late","low",1,117.3,134,29,7,969.3
"274",2019-05-14,60,6,"cont_low","cont","low",1,203.4,134,29,14,3495.3
"275",2019-05-15,3,1,"early_low","early","low",1,143,135,30,8,1259.48455034589
"276",2019-05-15,3,1,"early_low","early","low",1,134.3,135,30,9,1393.78455034589
"277",2019-05-15,20,2,"cont_med","cont","med",1,NA,135,30,11,2149.68455034589
"278",2019-05-15,21,3,"same_med","same","med",1,132.5,135,30,5,614.6
"279",2019-05-15,21,3,"same_med","same","med",1,110.6,135,30,6,725.2
"280",2019-05-15,25,3,"same_low","same","low",1,117,135,30,10,1500
"281",2019-05-15,33,4,"early_low","early","low",1,163.6,135,30,12,2000.8
"282",2019-05-15,44,5,"same_high","same","high",1,134.1,135,30,1,134.1
"283",2019-05-15,46,5,"early_high","early","high",1,122.2,135,30,7,1059.6
"284",2019-05-15,46,5,"early_high","early","high",1,139.8,135,30,8,1199.4
"285",2019-05-15,46,5,"early_high","early","high",1,145.3,135,30,9,1344.7
"286",2019-05-15,48,5,"early_med","early","med",1,183.4,135,30,12,2541.8
"287",2019-05-15,51,6,"late_med","late","med",1,179.1,135,30,2,294.4
"288",2019-05-15,52,6,"early_high","early","high",1,NA,135,30,6,894.069100691776
"289",2019-05-15,55,6,"early_low","early","low",1,158.5,135,30,12,2050.7
"290",2019-05-15,59,6,"late_low","late","low",1,127.4,135,30,8,1096.7
"291",2019-05-16,12,2,"same_low","same","low",1,120.4,136,31,4,510.9
"292",2019-05-16,20,2,"cont_med","cont","med",1,194,136,31,12,2343.68455034589
"293",2019-05-16,26,3,"early_high","early","high",1,NA,136,31,4,529.984550345888
"294",2019-05-16,38,4,"early_med","early","med",1,NA,136,31,15,2283.48455034589
"295",2019-05-16,40,4,"cont_high","cont","high",1,143.2,136,31,10,1526.48455034589
"296",2019-05-16,42,5,"early_low","early","low",1,138,136,31,13,2392.1
"297",2019-05-16,47,5,"same_low","same","low",1,134.3,136,31,9,1402.9
"298",2019-05-16,47,5,"same_low","same","low",1,164.9,136,31,10,1567.8
"299",2019-05-16,48,5,"early_med","early","med",1,192.9,136,31,13,2734.7
"300",2019-05-16,48,5,"early_med","early","med",1,178.7,136,31,14,2913.4
"301",2019-05-16,51,6,"late_med","late","med",1,144.1,136,31,3,438.5
"302",2019-05-16,52,6,"early_high","early","high",1,139.4,136,31,7,1033.46910069178
"303",2019-05-16,59,6,"late_low","late","low",1,NA,136,31,9,1288.68455034589
"304",2019-05-16,59,6,"late_low","late","low",1,129.4,136,31,10,1418.08455034589
"305",2019-05-16,59,6,"late_low","late","low",1,138.1,136,31,11,1556.18455034589
"306",2019-05-16,60,6,"cont_low","cont","low",1,199,136,31,15,3694.3
"307",2019-05-16,60,6,"cont_low","cont","low",1,235.4,136,31,16,3929.7
"308",2019-05-17,21,3,"same_med","same","med",1,150.6,137,32,7,875.8
"309",2019-05-17,22,3,"same_high","same","high",1,122.6,137,32,1,122.6
"310",2019-05-17,26,3,"early_high","early","high",1,160.3,137,32,5,690.284550345888
"311",2019-05-17,32,4,"same_low","same","low",1,167.7,137,32,10,1713.2
"312",2019-05-17,32,4,"same_low","same","low",1,156.8,137,32,11,1870
"313",2019-05-17,33,4,"early_low","early","low",1,125.6,137,32,13,2126.4
"314",2019-05-17,37,4,"early_high","early","high",1,156,137,32,3,410.2
"315",2019-05-17,46,5,"early_high","early","high",1,119.5,137,32,10,1464.2
"316",2019-05-17,48,5,"early_med","early","med",1,161.9,137,32,15,3075.3
"317",2019-05-17,50,5,"cont_med","cont","med",1,171,137,32,10,1562.5
"318",2019-05-17,55,6,"early_low","early","low",1,165.5,137,32,13,2216.2
"319",2019-05-17,57,6,"same_low","same","low",1,146.5,137,32,11,1666
"320",2019-05-17,57,6,"same_low","same","low",1,134.1,137,32,12,1800.1
"321",2019-05-18,20,2,"cont_med","cont","med",1,138,138,33,13,2481.68455034589
"322",2019-05-18,26,3,"early_high","early","high",1,118.4,138,33,6,808.684550345888
"323",2019-05-18,30,3,"cont_low","cont","low",1,234.8,138,33,14,3073.3
"324",2019-05-18,37,4,"early_high","early","high",1,137.9,138,33,4,548.1
"325",2019-05-18,52,6,"early_high","early","high",1,159.5,138,33,8,1192.96910069178
"326",2019-05-18,53,6,"early_med","early","med",1,130.1,138,33,10,1489.08455034589
"327",2019-05-18,53,6,"early_med","early","med",1,138.2,138,33,11,1627.28455034589
"328",2019-05-18,60,6,"cont_low","cont","low",1,209.7,138,33,17,4139.4
"329",2019-05-19,3,1,"early_low","early","low",1,150.4,139,34,10,1544.18455034589
"330",2019-05-19,13,2,"early_low","early","low",1,133.9,139,34,1,133.9
"331",2019-05-19,21,3,"same_med","same","med",1,144.7,139,34,8,1020.5
"332",2019-05-19,23,3,"late_low","late","low",1,133.6,139,34,3,408.4
"333",2019-05-19,26,3,"early_high","early","high",1,135.3,139,34,7,943.984550345888
"334",2019-05-19,26,3,"early_high","early","high",1,152,139,34,8,1095.98455034589
"335",2019-05-19,30,3,"cont_low","cont","low",1,170.1,139,34,15,3243.4
"336",2019-05-19,30,3,"cont_low","cont","low",1,181.5,139,34,16,3424.9
"337",2019-05-19,30,3,"cont_low","cont","low",1,191.3,139,34,17,3616.2
"338",2019-05-19,51,6,"late_med","late","med",1,210.9,139,34,4,649.4
"339",2019-05-20,15,2,"early_high","early","high",1,193.2,140,35,2,453.3
"340",2019-05-20,40,4,"cont_high","cont","high",1,114.9,140,35,11,1641.38455034589
"341",2019-05-20,46,5,"early_high","early","high",1,NA,140,35,11,1656.18455034589
"342",2019-05-20,46,5,"early_high","early","high",1,106.9,140,35,12,1763.08455034589
"343",2019-05-20,48,5,"early_med","early","med",1,164.7,140,35,16,3240
"344",2019-05-20,52,6,"early_high","early","high",1,153.2,140,35,9,1346.16910069178
"345",2019-05-20,55,6,"early_low","early","low",1,239,140,35,14,2455.2
"346",2019-05-21,20,2,"cont_med","cont","med",1,164.8,141,36,14,2646.48455034589
"347",2019-05-21,24,3,"early_med","early","med",1,129.6,141,36,12,1793
"348",2019-05-21,30,3,"cont_low","cont","low",1,161.5,141,36,18,3777.7
"349",2019-05-21,33,4,"early_low","early","low",1,144.5,141,36,14,2270.9
